src_node_id,dst_node_id
316970,1179635
936764,26057
690618,889298
912343,444763
74025,74025
4882,4882
364576,364576
935186,89869
587307,1145704
1251674,1251674
672291,1069791
1039501,720485
1198997,1198997
35917,1250905
445354,649510
178441,178441
1218924,600870
1190901,673732
184050,184050
368024,491524
1257136,639863
42789,42789
238952,1000831
1056317,450487
554968,554968
442096,442096
816612,816612
784149,784149
1138759,1138759
162133,162133
166498,1021480
178125,349667
1237511,1237511
1037538,1037538
419301,419301
1074506,1074506
775606,775606
438697,407473
858634,757308
421480,421480
912701,912701
888503,530668
86218,323341
749166,291091
137344,1072579
1259250,1066400
586465,586465
228367,228367
1218161,1218161
896372,1071081
178839,1021406
735582,1031238
441838,441838
1066400,670444
1058301,1058301
610862,698879
526619,526619
440810,26366
1037746,148565
1069724,1069724
85129,85129
44931,561588
934529,934529
890563,890563
857611,1148393
624996,624996
570935,570935
784893,656737
784893,273755
784893,233604
1221954,1160966
172886,1072579
1021480,720485
1052306,656337
1138263,581909
646073,1201582
288643,288643
83266,83266
846073,846073
608479,1161989
1231584,176810
928034,909713
24151,24151
27727,497921
713203,1229921
735054,1229921
901555,1226570
1057122,1057122
852987,853907
381665,393745
902561,374439
685087,410940
231437,231437
138406,138406
983170,983170
929233,929233
929665,929665
810720,105141
375781,375781
124892,1229921
679885,679885
314841,314841
