src_node_id,dst_node_id,src_sub_out_degree,dst_sub_in_degree,src_full_out_degree,dst_full_in_degree,src_positive_touch_count,dst_positive_touch_count,is_self_loop
575,1116085,240,14,1286,38,3,1,0
575,861867,240,103,1286,273,3,1,0
575,532780,240,39,1286,131,3,1,0
575,485547,240,86,1286,288,3,2,0
575,259633,240,122,1286,370,3,1,0
575,874728,240,65,1286,200,3,1,0
575,1062906,240,123,1286,511,3,1,0
575,380580,240,23,1286,83,3,1,0
575,271170,240,29,1286,94,3,1,0
575,720352,240,37,1286,108,3,1,0
575,152845,240,26,1286,120,3,1,0
575,1132537,240,58,1286,173,3,1,0
575,378374,240,66,1286,249,3,2,0
575,416371,240,5,1286,13,3,1,0
575,976546,240,30,1286,106,3,1,0
575,542920,240,24,1286,79,3,1,0
575,424550,240,50,1286,161,3,1,0
575,872705,240,375,1286,1282,3,2,0
575,286554,240,179,1286,616,3,1,0
575,546661,240,53,1286,168,3,1,0
575,393258,240,241,1286,1187,3,2,0
575,496185,240,24,1286,88,3,1,0
575,694879,240,80,1286,254,3,2,0
575,50966,240,189,1286,708,3,2,0
575,374132,240,149,1286,555,3,1,0
575,245080,240,119,1286,363,3,1,0
575,920669,240,58,1286,181,3,1,0
575,215769,240,109,1286,119,3,0,0
575,980999,240,63,1286,279,3,1,0
575,31512,240,9,1286,35,3,1,0
575,15782,240,98,1286,319,3,2,0
575,413297,240,309,1286,1146,3,3,0
575,607506,240,312,1286,1340,3,6,0
575,370418,240,70,1286,285,3,1,0
575,1150093,240,144,1286,472,3,1,0
575,305826,240,63,1286,213,3,1,0
575,366345,240,229,1286,834,3,1,0
575,575,240,155,1286,713,3,3,1
575,634183,240,31,1286,115,3,1,0
575,620011,240,98,1286,434,3,2,0
575,789286,240,101,1286,364,3,1,0
575,76493,240,106,1286,371,3,2,0
575,1038570,240,35,1286,110,3,1,0
575,775671,240,32,1286,89,3,1,0
575,643210,240,29,1286,86,3,1,0
575,494256,240,205,1286,715,3,3,0
575,1004632,240,24,1286,115,3,2,0
575,40235,240,37,1286,119,3,2,0
575,580971,240,117,1286,372,3,1,0
575,968487,240,118,1286,393,3,1,0
575,461929,240,42,1286,168,3,4,0
575,49144,240,91,1286,260,3,1,0
575,185976,240,17,1286,61,3,1,0
575,817783,240,66,1286,202,3,1,0
575,23379,240,62,1286,174,3,1,0
575,695221,240,91,1286,305,3,2,0
575,464130,240,36,1286,95,3,1,0
575,82415,240,5,1286,21,3,1,0
575,316413,240,117,1286,357,3,1,0
575,488880,240,18,1286,69,3,1,0
575,974505,240,56,1286,213,3,1,0
575,360288,240,65,1286,327,3,1,0
575,274821,240,81,1286,281,3,1,0
575,1046140,240,117,1286,343,3,1,0
575,523249,240,17,1286,45,3,1,0
575,755342,240,88,1286,276,3,2,0
575,744775,240,23,1286,71,3,1,0
575,611152,240,13,1286,55,3,1,0
575,272654,240,14,1286,70,3,1,0
575,888663,240,709,1286,3104,3,4,0
575,732208,240,145,1286,481,3,3,0
575,96361,240,108,1286,307,3,1,0
575,109608,240,49,1286,140,3,1,0
575,341870,240,51,1286,173,3,2,0
575,407926,240,176,1286,1871,3,3,0
575,606837,240,17,1286,35,3,1,0
575,390949,240,14,1286,44,3,1,0
575,198122,240,68,1286,236,3,1,0
575,359056,240,97,1286,369,3,1,0
575,74422,240,96,1286,371,3,1,0
575,1011637,240,89,1286,376,3,2,0
575,1213829,240,29,1286,195,3,1,0
575,1234262,240,98,1286,311,3,1,0
575,718468,240,48,1286,155,3,1,0
575,1069554,240,104,1286,508,3,1,0
575,233694,240,213,1286,820,3,4,0
575,570233,240,188,1286,737,3,1,0
575,61027,240,115,1286,345,3,1,0
575,677766,240,56,1286,251,3,1,0
575,70192,240,53,1286,208,3,1,0
575,296577,240,85,1286,391,3,1,0
575,958778,240,50,1286,204,3,1,0
575,1091306,240,53,1286,186,3,1,0
575,972058,240,5,1286,50,3,1,0
575,323087,240,5,1286,27,3,1,0
575,1188450,240,151,1286,524,3,1,0
575,984320,240,32,1286,114,3,1,0
575,751950,240,33,1286,117,3,1,0
575,185884,240,7,1286,32,3,1,0
575,1111833,240,1540,1286,16609,3,43,0
575,1233701,240,5,1286,27,3,1,0
203404,203404,18,18,116,104,1,1,1
203404,839011,18,148,116,522,1,1,0
203404,1081485,18,53,116,187,1,1,0
203404,1180711,18,430,116,1681,1,2,0
203404,162544,18,137,116,1041,1,4,0
203404,188157,18,172,116,1633,1,4,0
203404,146558,18,58,116,257,1,1,0
203404,511507,18,184,116,1833,1,7,0
203404,660700,18,1,116,1,1,0,0
203404,1164152,18,60,116,222,1,1,0
203404,888663,18,709,116,3104,1,4,0
203404,770170,18,29,116,73,1,1,0
203404,1264804,18,33,116,125,1,1,0
203404,70192,18,53,116,208,1,1,0
203404,432344,18,83,116,358,1,1,0
203404,633674,18,42,116,127,1,1,0
203404,1014312,18,97,116,295,1,1,0
203404,717107,18,36,116,133,1,2,0
245219,531794,25,12,169,172,1,1,0
245219,37086,25,71,169,289,1,1,0
245219,659006,25,13,169,65,1,1,0
245219,1145563,25,18,169,96,1,2,0
245219,906071,25,102,169,346,1,1,0
245219,574860,25,118,169,398,1,1,0
245219,917032,25,25,169,117,1,1,0
245219,201331,25,61,169,204,1,1,0
245219,355002,25,8,169,59,1,1,0
245219,1153683,25,27,169,68,1,1,0
245219,77524,25,33,169,121,1,1,0
245219,12914,25,79,169,382,1,1,0
245219,332281,25,16,169,20,1,0,0
245219,356739,25,53,169,247,1,1,0
245219,1177856,25,22,169,68,1,1,0
245219,204171,25,58,169,199,1,1,0
245219,978071,25,32,169,89,1,1,0
245219,778344,25,172,169,1988,1,1,0
245219,665055,25,14,169,47,1,2,0
245219,563339,25,9,169,49,1,1,0
245219,1162597,25,119,169,407,1,2,0
245219,1178690,25,31,169,99,1,1,0
245219,93884,25,26,169,57,1,1,0
245219,465863,25,51,169,484,1,1,0
245219,732505,25,603,169,4812,1,7,0
757520,804685,90,18,457,298,1,1,0
757520,846415,90,199,457,754,1,3,0
757520,975158,90,52,457,182,1,1,0
757520,1073625,90,138,457,415,1,1,0
757520,40845,90,139,457,514,1,3,0
757520,718383,90,123,457,502,1,1,0
757520,915559,90,244,457,843,1,4,0
757520,370068,90,70,457,288,1,1,0
757520,241690,90,43,457,132,1,1,0
757520,1055892,90,31,457,108,1,1,0
757520,903622,90,249,457,847,1,3,0
757520,881895,90,102,457,418,1,1,0
757520,68333,90,88,457,237,1,1,0
757520,190371,90,55,457,194,1,2,0
757520,233694,90,213,457,820,1,4,0
757520,855567,90,84,457,385,1,1,0
757520,1149778,90,60,457,186,1,1,0
757520,479632,90,94,457,321,1,2,0
757520,1189948,90,237,457,274,1,0,0
757520,390601,90,66,457,218,1,2,0
757520,1162502,90,40,457,148,1,1,0
757520,801754,90,89,457,294,1,1,0
757520,583430,90,87,457,283,1,1,0
757520,969900,90,34,457,98,1,1,0
757520,788529,90,8,457,21,1,1,0
757520,23379,90,62,457,174,1,1,0
757520,238179,90,31,457,111,1,1,0
757520,575630,90,116,457,417,1,1,0
757520,508751,90,5,457,16,1,1,0
757520,1021534,90,42,457,147,1,1,0
757520,708787,90,220,457,686,1,2,0
757520,376975,90,63,457,288,1,1,0
757520,352277,90,76,457,219,1,2,0
757520,417742,90,86,457,251,1,2,0
757520,1150093,90,144,457,472,1,1,0
757520,677809,90,90,457,309,1,1,0
757520,834309,90,100,457,318,1,2,0
757520,510322,90,129,457,421,1,4,0
757520,1116132,90,109,457,393,1,1,0
757520,948806,90,103,457,283,1,1,0
757520,496541,90,102,457,618,1,1,0
757520,428137,90,37,457,114,1,1,0
757520,356367,90,66,457,222,1,2,0
757520,321038,90,62,457,180,1,2,0
757520,1022556,90,65,457,207,1,1,0
757520,269752,90,167,457,543,1,2,0
757520,867667,90,107,457,432,1,2,0
757520,695065,90,116,457,597,1,3,0
757520,47857,90,60,457,166,1,1,0
757520,888663,90,709,457,3104,1,4,0
757520,189457,90,142,457,497,1,1,0
757520,107505,90,20,457,67,1,1,0
757520,845155,90,46,457,153,1,1,0
757520,509068,90,339,457,1227,1,1,0
757520,235342,90,46,457,151,1,2,0
757520,1075943,90,136,457,467,1,2,0
757520,172555,90,283,457,1087,1,4,0
757520,406116,90,136,457,493,1,1,0
757520,538266,90,107,457,350,1,2,0
757520,1032967,90,85,457,313,1,1,0
757520,1001467,90,100,457,472,1,1,0
757520,547261,90,70,457,225,1,1,0
757520,417412,90,34,457,110,1,1,0
757520,322361,90,58,457,212,1,1,0
757520,1153538,90,77,457,252,1,1,0
757520,115256,90,160,457,628,1,4,0
757520,1010845,90,140,457,462,1,4,0
757520,350657,90,53,457,270,1,1,0
757520,150597,90,142,457,470,1,3,0
757520,624038,90,27,457,90,1,1,0
757520,1019947,90,109,457,440,1,2,0
757520,320534,90,77,457,268,1,1,0
757520,941787,90,101,457,365,1,1,0
757520,1252308,90,106,457,335,1,2,0
757520,241494,90,25,457,71,1,1,0
757520,909944,90,115,457,388,1,1,0
757520,37757,90,172,457,459,1,2,0
757520,873389,90,60,457,174,1,1,0
757520,413297,90,309,457,1146,1,3,0
757520,1142139,90,102,457,310,1,1,0
757520,807120,90,128,457,387,1,1,0
757520,979202,90,69,457,224,1,1,0
757520,270716,90,38,457,179,1,1,0
757520,797104,90,37,457,130,1,1,0
757520,70901,90,16,457,65,1,2,0
757520,339368,90,29,457,99,1,1,0
757520,539474,90,118,457,422,1,4,0
757520,767808,90,79,457,252,1,3,0
757520,1050105,90,6,457,24,1,1,0
757520,734669,90,31,457,105,1,1,0
804685,804685,34,18,436,298,1,1,1
804685,1145373,34,35,436,692,1,2,0
804685,981046,34,57,436,258,1,4,0
804685,575,34,155,436,713,1,3,0
804685,755642,34,22,436,128,1,1,0
804685,1230853,34,10,436,81,1,1,0
804685,163793,34,14,436,128,1,1,0
804685,40845,34,139,436,514,1,3,0
804685,1255475,34,15,436,173,1,2,0
804685,586704,34,51,436,1699,1,3,0
804685,691028,34,25,436,143,1,1,0
804685,1046271,34,16,436,79,1,1,0
804685,49021,34,17,436,1860,1,2,0
804685,392175,34,40,436,1483,1,1,0
804685,370910,34,16,436,251,1,1,0
804685,990851,34,151,436,572,1,2,0
804685,802397,34,4,436,94,1,2,0
804685,971638,34,132,436,1443,1,6,0
804685,182072,34,14,436,52,1,1,0
804685,735418,34,126,436,451,1,1,0
804685,260429,34,23,436,60,1,2,0
804685,927135,34,52,436,182,1,1,0
804685,387554,34,45,436,159,1,1,0
804685,446802,34,10,436,61,1,1,0
804685,1210179,34,63,436,183,1,1,0
804685,259678,34,84,436,258,1,2,0
804685,939313,34,39,436,178,1,1,0
804685,1085237,34,131,436,578,1,4,0
804685,82535,34,54,436,62,1,0,0
804685,787669,34,13,436,52,1,1,0
804685,1065127,34,3,436,21,1,1,0
804685,212593,34,55,436,189,1,1,0
804685,620518,34,173,436,546,1,1,0
804685,532642,34,306,436,2347,1,2,0
381960,392175,22,40,128,1483,1,1,0
381960,290591,22,55,128,186,1,1,0
381960,766844,22,126,128,499,1,1,0
381960,397212,22,47,128,109,1,1,0
381960,1227217,22,27,128,86,1,1,0
381960,192174,22,175,128,666,1,1,0
381960,1146174,22,185,128,646,1,2,0
381960,17494,22,32,128,107,1,1,0
381960,919841,22,46,128,179,1,1,0
381960,618483,22,65,128,352,1,1,0
381960,1231761,22,40,128,161,1,1,0
381960,370418,22,70,128,285,1,1,0
381960,421752,22,63,128,208,1,1,0
381960,377606,22,15,128,47,1,1,0
381960,407926,22,176,128,1871,1,3,0
381960,980821,22,42,128,165,1,1,0
381960,1107895,22,113,128,1894,1,2,0
381960,710088,22,206,128,650,1,1,0
381960,377262,22,39,128,126,1,1,0
381960,1111833,22,1540,128,16609,1,43,0
381960,975572,22,380,128,1330,1,2,0
381960,1057230,22,228,128,783,1,1,0
936375,693171,17,141,125,512,2,1,0
936375,1093539,17,83,125,284,2,1,0
936375,527849,17,102,125,354,2,3,0
936375,408311,17,107,125,362,2,1,0
936375,1083954,17,7,125,15,2,1,0
936375,1146377,17,275,125,1085,2,5,0
936375,371158,17,33,125,98,2,1,0
936375,1111833,17,1540,125,16609,2,43,0
936375,845240,17,29,125,117,2,2,0
936375,778344,17,172,125,1988,2,1,0
936375,941787,17,101,125,365,2,1,0
936375,132040,17,38,125,116,2,1,0
936375,1150093,17,144,125,472,2,1,0
936375,118014,17,93,125,991,2,4,0
936375,625970,17,158,125,600,2,1,0
936375,717107,17,36,125,133,2,2,0
936375,677789,17,58,125,276,2,1,0
1048559,265673,430,63,3639,228,3,2,0
1048559,573933,430,2,3639,21,3,1,0
1048559,1123961,430,13,3639,94,3,1,0
1048559,875971,430,60,3639,185,3,1,0
1048559,935468,430,49,3639,251,3,3,0
1048559,874492,430,25,3639,1041,3,2,0
1048559,586704,430,51,3639,1699,3,3,0
1048559,190587,430,9,3639,37,3,1,0
1048559,531794,430,12,3639,172,3,1,0
1048559,604763,430,21,3639,240,3,1,0
1048559,483178,430,59,3639,507,3,1,0
1048559,37086,430,71,3639,289,3,1,0
1048559,392175,430,40,3639,1483,3,1,0
1048559,906829,430,12,3639,161,3,1,0
1048559,575,430,155,3639,713,3,3,0
1048559,194450,430,9,3639,44,3,1,0
1048559,370910,430,16,3639,251,3,1,0
1048559,675882,430,40,3639,481,3,1,0
1048559,966722,430,23,3639,171,3,1,0
1048559,72020,430,10,3639,53,3,1,0
1048559,290016,430,36,3639,145,3,1,0
1048559,777002,430,8,3639,26,3,1,0
1048559,1202813,430,40,3639,130,3,1,0
1048559,233279,430,71,3639,515,3,3,0
1048559,1048559,430,242,3639,1448,3,3,1
1048559,38203,430,308,3639,1071,3,2,0
1048559,273362,430,83,3639,370,3,1,0
1048559,258740,430,197,3639,715,3,1,0
1048559,277163,430,22,3639,71,3,1,0
1048559,229381,430,10,3639,43,3,1,0
1048559,1262126,430,5,3639,29,3,1,0
1048559,46274,430,16,3639,119,3,1,0
1048559,748253,430,14,3639,95,3,1,0
1048559,535542,430,135,3639,528,3,1,0
1048559,565810,430,190,3639,733,3,1,0
1048559,1034877,430,31,3639,207,3,1,0
1048559,505913,430,23,3639,99,3,1,0
1048559,429305,430,20,3639,90,3,1,0
1048559,556868,430,100,3639,351,3,3,0
1048559,788988,430,88,3639,348,3,1,0
1048559,1145606,430,353,3639,1435,3,2,0
1048559,1201967,430,25,3639,122,3,1,0
1048559,881407,430,17,3639,91,3,1,0
1048559,210427,430,56,3639,181,3,1,0
1048559,269038,430,185,3639,966,3,1,0
1048559,1245912,430,9,3639,60,3,1,0
1048559,911769,430,53,3639,168,3,1,0
1048559,873942,430,33,3639,175,3,1,0
1048559,89336,430,23,3639,84,3,1,0
1048559,999102,430,8,3639,43,3,1,0
1048559,856956,430,39,3639,120,3,1,0
1048559,1000767,430,72,3639,304,3,1,0
1048559,1176559,430,9,3639,38,3,1,0
1048559,532805,430,122,3639,539,3,1,0
1048559,761448,430,175,3639,598,3,1,0
1048559,560293,430,35,3639,147,3,1,0
1048559,201331,430,61,3639,204,3,1,0
1048559,1098895,430,59,3639,160,3,1,0
1048559,723395,430,67,3639,240,3,1,0
1048559,975158,430,52,3639,182,3,1,0
1048559,978991,430,56,3639,186,3,1,0
1048559,1265786,430,38,3639,103,3,1,0
1048559,164643,430,33,3639,116,3,1,0
1048559,1021534,430,42,3639,147,3,1,0
1048559,679220,430,43,3639,106,3,1,0
1048559,391310,430,65,3639,223,3,1,0
1048559,843693,430,96,3639,340,3,2,0
1048559,422510,430,102,3639,366,3,2,0
1048559,1000131,430,63,3639,207,3,1,0
1048559,4193,430,5,3639,11,3,1,0
1048559,1180494,430,10,3639,60,3,1,0
1048559,1108190,430,88,3639,276,3,1,0
1048559,851553,430,68,3639,181,3,1,0
1048559,282958,430,69,3639,219,3,1,0
1048559,92078,430,18,3639,94,3,1,0
1048559,503073,430,138,3639,457,3,3,0
1048559,1100016,430,43,3639,134,3,2,0
1048559,704793,430,63,3639,233,3,1,0
1048559,358959,430,10,3639,75,3,1,0
1048559,897151,430,50,3639,133,3,1,0
1048559,689038,430,31,3639,155,3,1,0
1048559,1212237,430,10,3639,28,3,1,0
1048559,539474,430,118,3639,422,3,4,0
1048559,784395,430,34,3639,138,3,1,0
1048559,1017845,430,7,3639,55,3,1,0
1048559,936169,430,36,3639,105,3,1,0
1048559,808284,430,29,3639,91,3,1,0
1048559,883281,430,97,3639,319,3,1,0
1048559,402991,430,220,3639,779,3,1,0
1048559,305247,430,232,3639,878,3,2,0
1048559,258126,430,139,3639,558,3,1,0
1048559,853702,430,36,3639,114,3,1,0
1048559,252647,430,23,3639,155,3,1,0
1048559,809464,430,99,3639,378,3,6,0
1048559,212725,430,44,3639,132,3,1,0
1048559,426699,430,30,3639,155,3,1,0
1048559,568072,430,24,3639,65,3,1,0
1048559,58554,430,15,3639,44,3,1,0
1048559,801504,430,29,3639,90,3,1,0
1048559,51067,430,37,3639,160,3,1,0
1048559,609882,430,61,3639,215,3,2,0
1048559,686355,430,17,3639,51,3,1,0
1048559,961398,430,69,3639,202,3,2,0
1048559,588792,430,41,3639,122,3,1,0
1048559,990669,430,63,3639,210,3,2,0
1048559,1097949,430,30,3639,143,3,1,0
1048559,242242,430,97,3639,324,3,1,0
1048559,537091,430,22,3639,72,3,1,0
1048559,848304,430,85,3639,272,3,1,0
1048559,303896,430,30,3639,92,3,1,0
1048559,718383,430,123,3639,502,3,1,0
1048559,829367,430,38,3639,128,3,2,0
1048559,676838,430,193,3639,776,3,2,0
1048559,570233,430,188,3639,737,3,1,0
1048559,784389,430,18,3639,50,3,1,0
1048559,316492,430,18,3639,63,3,1,0
1048559,572230,430,98,3639,379,3,1,0
1048559,961179,430,52,3639,124,3,1,0
1048559,391473,430,47,3639,157,3,1,0
1048559,405362,430,60,3639,278,3,1,0
1048559,1132300,430,112,3639,413,3,1,0
1048559,1032690,430,8,3639,46,3,1,0
1048559,1099887,430,145,3639,461,3,1,0
1048559,845155,430,46,3639,153,3,1,0
1048559,956774,430,39,3639,140,3,1,0
1048559,659361,430,50,3639,142,3,1,0
1048559,424688,430,74,3639,226,3,2,0
1048559,882411,430,207,3639,644,3,5,0
1048559,358689,430,72,3639,227,3,2,0
1048559,390601,430,66,3639,218,3,2,0
1048559,814676,430,43,3639,131,3,1,0
1048559,768376,430,104,3639,435,3,1,0
1048559,40503,430,103,3639,423,3,4,0
1048559,88167,430,27,3639,86,3,2,0
1048559,122413,430,97,3639,287,3,1,0
1048559,1090692,430,52,3639,180,3,2,0
1048559,1168631,430,35,3639,120,3,1,0
1048559,29456,430,97,3639,297,3,1,0
1048559,424581,430,77,3639,266,3,1,0
1048559,492276,430,116,3639,416,3,1,0
1048559,365161,430,62,3639,248,3,1,0
1048559,905116,430,91,3639,297,3,1,0
1048559,48860,430,168,3639,536,3,2,0
1048559,1119521,430,170,3639,536,3,4,0
1048559,888190,430,16,3639,47,3,2,0
1048559,1058845,430,79,3639,265,3,4,0
1048559,425416,430,8,3639,20,3,2,0
1048559,263011,430,69,3639,271,3,3,0
1048559,189537,430,25,3639,100,3,1,0
1048559,783633,430,124,3639,411,3,1,0
1048559,555647,430,111,3639,471,3,1,0
1048559,390021,430,24,3639,71,3,1,0
1048559,111109,430,12,3639,42,3,1,0
1048559,281912,430,151,3639,461,3,1,0
1048559,896486,430,34,3639,107,3,3,0
1048559,521521,430,43,3639,130,3,1,0
1048559,811043,430,105,3639,361,3,2,0
1048559,1110050,430,37,3639,116,3,1,0
1048559,429780,430,68,3639,281,3,1,0
1048559,871135,430,166,3639,1351,3,1,0
1048559,925845,430,35,3639,145,3,1,0
1048559,645815,430,37,3639,194,3,1,0
1048559,1254351,430,54,3639,162,3,1,0
1048559,698474,430,98,3639,417,3,1,0
1048559,318480,430,69,3639,227,3,1,0
1048559,303620,430,55,3639,185,3,2,0
1048559,587319,430,12,3639,46,3,1,0
1048559,334503,430,30,3639,78,3,1,0
1048559,116033,430,112,3639,393,3,1,0
1048559,613888,430,66,3639,188,3,2,0
1048559,38480,430,74,3639,217,3,1,0
1048559,204171,430,58,3639,199,3,1,0
1048559,733169,430,41,3639,148,3,1,0
1048559,878123,430,12,3639,32,3,1,0
1048559,1125220,430,27,3639,94,3,1,0
1048559,461323,430,10,3639,32,3,1,0
1048559,197755,430,40,3639,130,3,1,0
1048559,714145,430,133,3639,389,3,2,0
1048559,1153810,430,39,3639,129,3,1,0
1048559,905609,430,107,3639,400,3,1,0
1048559,519873,430,61,3639,215,3,2,0
1048559,271170,430,29,3639,94,3,1,0
1048559,995591,430,34,3639,115,3,1,0
1048559,250580,430,92,3639,339,3,1,0
1048559,484180,430,26,3639,77,3,1,0
1048559,466914,430,19,3639,78,3,1,0
1048559,622654,430,43,3639,96,3,1,0
1048559,150065,430,19,3639,57,3,1,0
1048559,540146,430,63,3639,203,3,1,0
1048559,138187,430,5,3639,19,3,1,0
1048559,887388,430,36,3639,130,3,1,0
1048559,502130,430,159,3639,474,3,1,0
1048559,770563,430,76,3639,297,3,1,0
1048559,932984,430,104,3639,327,3,3,0
1048559,448978,430,113,3639,490,3,4,0
1048559,356739,430,53,3639,247,3,1,0
1048559,178681,430,59,3639,178,3,2,0
1048559,509068,430,339,3639,1227,3,1,0
1048559,1053056,430,76,3639,259,3,1,0
1048559,162791,430,60,3639,284,3,1,0
1048559,223609,430,45,3639,161,3,1,0
1048559,326362,430,7,3639,29,3,1,0
1048559,115256,430,160,3639,628,3,4,0
1048559,1205993,430,47,3639,188,3,1,0
1048559,463046,430,56,3639,201,3,1,0
1048559,221597,430,29,3639,98,3,1,0
1048559,1133987,430,78,3639,295,3,2,0
1048559,12914,430,79,3639,382,3,1,0
1048559,628923,430,30,3639,113,3,2,0
1048559,916765,430,69,3639,314,3,1,0
1048559,951951,430,74,3639,228,3,1,0
1048559,785890,430,48,3639,140,3,1,0
1048559,769235,430,132,3639,481,3,1,0
1048559,57308,430,26,3639,135,3,1,0
1048559,682977,430,42,3639,137,3,1,0
1048559,1174869,430,104,3639,372,3,3,0
